,Title,Gross,Budget,Date,Genre,Director,RT Rating,IMDB Rating,IMDB Votes
2502,Princess Kaiulani,883454,9000000.0,2010,Drama,,,5.3,224.0
2503,Lake Placid,31770413,27000000.0,1999,Thriller/Suspense,Steve Miner,38.0,5.3,19382.0
2504,The Back-up Plan,77090007,35000000.0,2010,Romantic Comedy,,20.0,4.4,6981.0
2505,The Pledge,29406132,45000000.0,2001,Drama,Sean Penn,77.0,6.9,22609.0
2506,Proof of Life,62761005,65000000.0,1900,Action,Taylor Hackford,39.0,6.1,23099.0
2507,Pollock,10557291,6000000.0,1900,Drama,Ed Harris,82.0,7.1,9669.0
2508,Planet of the Apes,362211740,100000000.0,2001,Adventure,Tim Burton,44.0,5.5,72763.0
2509,Please Give,4028339,3000000.0,2010,,,88.0,7.4,1023.0
2510,Planet 51,108005745,50000000.0,2009,Adventure,,22.0,6.1,9645.0
2511,The Adventures of Pluto Nash,7094995,100000000.0,2002,Comedy,,6.0,3.7,9207.0
2512,The Players Club,23047939,5000000.0,1998,Drama,,27.0,4.8,2072.0
2513,Paranormal Activity,193770453,15000.0,2009,Horror,Oren Peli,82.0,6.7,53455.0
2514,The Pineapple Express,100941380,26000000.0,2008,Comedy,David Gordon Green,,,
2515,Pinocchio,31681811,45000000.0,2002,Adventure,Roberto Benigni,,3.5,3215.0
2516,Pandaemonium,0,15000000.0,2001,,,,6.5,496.0
2517,Pandorum,17033431,40000000.0,2009,Horror,,28.0,6.9,29428.0
2518,The Punisher,54664370,33000000.0,2004,Action,,30.0,6.4,50482.0
2519,Pokemon 2000,133946923,30000000.0,1900,Adventure,,,,
2520,Pokemon 3: The Movie,68452128,3000000.0,2001,Adventure,,23.0,3.5,2577.0
2521,The Polar Express,305420597,170000000.0,2004,Adventure,Robert Zemeckis,56.0,6.7,28550.0
2522,Along Came Polly,170360435,42000000.0,2004,Romantic Comedy,,26.0,5.8,38276.0
2523,Gake no ue no Ponyo,199090399,34000000.0,2009,Adventure,,,7.8,13821.0
2524,Pootie Tang,3293258,3500000.0,2001,Comedy,,27.0,4.5,6183.0
2525,Poseidon,181674817,160000000.0,2006,Adventure,Wolfgang Petersen,33.0,5.6,35930.0
2526,Possession,14805812,25000000.0,2002,Drama,Neil LaBute,64.0,6.4,6789.0
2527,Peter Pan: Return to Neverland,109862682,20000000.0,2002,Adventure,,46.0,,
2528,Practical Magic,68336997,60000000.0,1998,Comedy,Griffin Dunne,21.0,5.5,20196.0
2529,The Devil Wears Prada,326551094,35000000.0,2006,Comedy,David Frankel,75.0,6.8,66627.0
2530,The Boat That Rocked,37472651,50000000.0,2009,Comedy,,,7.5,25415.0
2531,Paparazzi,16612072,20000000.0,2004,Thriller/Suspense,,18.0,5.7,9058.0
2532,Primary Colors,39017984,65000000.0,1998,Comedy,Mike Nichols,80.0,6.7,15340.0
2533,Precious (Based on the Novel Push by Sapphire),63471431,10000000.0,2009,Drama,Lee Daniels,,7.5,24504.0
2534,Pride and Glory,43440721,30000000.0,2008,Drama,,34.0,6.7,24596.0
2535,Pride and Prejudice,120918508,28000000.0,2005,Drama,Joe Wright,85.0,5.5,1230.0
2536,The Road to Perdition,181054514,80000000.0,2002,Drama,Sam Mendes,,,
2537,Predators,124549380,40000000.0,2010,Action,,63.0,6.9,22257.0
2538,Prefontaine,590817,8000000.0,1997,Drama,,62.0,6.2,2580.0
2539,Perfume: The Story of a Murderer,132180323,63700000.0,2006,Drama,Tom Tykwer,58.0,7.5,51704.0
2540,The Prince & Me,29356757,30000000.0,2004,Romantic Comedy,Martha Coolidge,,5.6,9547.0
2541,The Perfect Man,19535005,10000000.0,2005,Romantic Comedy,,5.0,5.1,7278.0
2542,The Pursuit of Happyness,306086036,55000000.0,2006,Drama,Gabriele Muccino,66.0,7.8,77939.0
2543,Primer,565846,7000.0,2004,Drama,,,6.9,17454.0
2544,Pearl Harbor,449239855,151500000.0,2001,Action,Michael Bay,26.0,5.4,96186.0
2545,Premonition,81461343,20000000.0,2007,Thriller/Suspense,,8.0,,
2546,The Prince of Egypt,218600000,60000000.0,1998,Adventure,Steve Hickner,79.0,6.8,24569.0
2547,The Producers: The Movie Musical,32952995,45000000.0,2005,Musical,,,,
2548,Prom Night,57109687,18000000.0,2008,Horror,,8.0,5.1,4263.0
2549,Proof,8284331,20000000.0,2005,Drama,John Madden,64.0,6.9,18622.0
2550,Panic Room,196308367,48000000.0,2002,Thriller/Suspense,David Fincher,76.0,6.9,68737.0
2551,The Proposal,317358031,40000000.0,2009,Romantic Comedy,Anne Fletcher,43.0,5.4,397.0
2552,Prince of Persia: Sands of Time,335055643,200000000.0,2010,Action,Mike Newell,,,
2553,The Prestige,107896006,40000000.0,2006,Thriller/Suspense,Christopher Nolan,75.0,8.4,207322.0
2554,The Party's Over,0,1000000.0,2003,,,,,
2555,The Postman,17650704,80000000.0,1997,Action,Kevin Costner,10.0,5.5,24045.0
2556,Psycho Beach Party,267972,4000000.0,1900,Comedy,,55.0,6.0,3085.0
2557,Psycho,37226218,20000000.0,1998,Horror,Gus Van Sant,35.0,4.5,19769.0
2558,The Patriot,215300000,110000000.0,1900,Drama,Roland Emmerich,62.0,6.9,78302.0
2559,Public Enemies,210379983,102500000.0,2009,Drama,Michael Mann,68.0,7.1,71323.0
2560,The Powerpuff Girls,16425701,25000000.0,2002,Adventure,,,5.9,3234.0
2561,Pulse,29771485,7500000.0,2006,Horror,,11.0,5.0,846.0
2562,Punch-Drunk Love,24591031,25000000.0,2002,Comedy,Paul Thomas Anderson,79.0,7.4,49786.0
2563,Punisher: War Zone,8199130,35000000.0,2008,Action,,26.0,6.1,20865.0
2564,Push,44411527,38000000.0,2009,Thriller/Suspense,,23.0,6.0,26623.0
2565,Pushing Tin,8408835,33000000.0,1999,Comedy,Mike Newell,49.0,5.9,16160.0
2566,The Painted Veil,15118795,19400000.0,2006,Drama,,74.0,7.6,26331.0
2567,Pay it Forward,33508922,40000000.0,1900,Drama,Mimi Leder,40.0,6.8,36762.0
2568,Queen of the Damned,30307804,35000000.0,2002,Horror,,17.0,4.7,20268.0
2569,The Quiet American,12987647,20000000.0,2002,Drama,Phillip Noyce,87.0,7.2,14285.0
2570,All the Queen's Men,22723,15000000.0,2002,Comedy,,,3.5,1591.0
2571,Quarantine,36091811,12000000.0,2008,Horror,John Erick Dowdle,58.0,6.1,21939.0
2572,The Queen,122840603,15000000.0,2006,Drama,Stephen Frears,97.0,7.6,34785.0
2573,Quest for Camelot,38172500,40000000.0,1998,Adventure,,33.0,5.0,3053.0
2574,The Quiet,381420,900000.0,2006,Drama,,,6.5,7689.0
2575,Quinceanera,2522787,400000.0,2006,Drama,,,7.1,2577.0
2576,Rabbit-Proof Fence,16199600,7000000.0,2002,Drama,Phillip Noyce,87.0,7.6,13241.0
2577,Radio,53293628,35000000.0,2003,Drama,,35.0,6.9,12070.0
2578,The Rainmaker,45916769,40000000.0,1997,Drama,Francis Ford Coppola,84.0,6.9,20514.0
2579,Rambo,116754105,47500000.0,2008,Action,Sylvester Stallone,,7.3,82600.0
2580,Random Hearts,63200000,64000000.0,1999,Drama,Sydney Pollack,15.0,4.8,11100.0
2581,Rugrats in Paris,103284813,30000000.0,1900,Adventure,,,,
2582,Rugrats Go Wild,55443032,25000000.0,2003,Adventure,,40.0,5.0,1847.0
2583,Ratatouille,620495432,150000000.0,2007,Comedy,Brad Bird,96.0,8.1,131929.0
2584,Ray,125305995,40000000.0,2004,Drama,Taylor Hackford,81.0,,
2585,BloodRayne,2405420,25000000.0,2006,Action,Uwe Boll,4.0,2.7,20137.0
2586,Rollerball,25852508,70000000.0,2002,Action,John McTiernan,3.0,2.8,13827.0
2587,Robin Hood,310885538,210000000.0,2010,Action,Ridley Scott,43.0,6.9,34501.0
2588,Robots,260700012,80000000.0,2005,Adventure,Chris Wedge,64.0,6.4,27361.0
2589,A Room for Romeo Brass,20097,5250000.0,1900,,Shane Meadows,,7.6,2393.0
2590,Runaway Bride,308007919,70000000.0,1999,Romantic Comedy,Garry Marshall,45.0,5.2,28497.0
2591,Racing Stripes,93772522,30000000.0,2005,Comedy,,35.0,5.2,5086.0
2592,Rocky Balboa,155720088,24000000.0,2006,Drama,Sylvester Stallone,76.0,7.4,63717.0
2593,The Road to El Dorado,65700000,95000000.0,1900,Adventure,David Silverman,49.0,6.4,8876.0
2594,Riding Giants,3216111,2600000.0,2004,Documentary,,93.0,7.7,2193.0
2595,Red Dragon,206455420,78000000.0,2002,Thriller/Suspense,Brett Ratner,68.0,7.3,66386.0
2596,The Reader,106107610,33000000.0,2008,Drama,Stephen Daldry,61.0,7.7,46984.0
2597,The Reaping,62226214,40000000.0,2007,Horror,Stephen Hopkins,8.0,5.6,19881.0
2598,Rebound,17492014,45000000.0,2005,Comedy,Steve Carr,14.0,4.7,4485.0
2599,Recess: School's Out,44451470,10000000.0,2001,Comedy,,62.0,6.2,2176.0
2600,Redacted,65388,5000000.0,2007,Drama,Brian De Palma,44.0,6.1,5759.0
2601,Red-Eye,95891803,26000000.0,2005,Thriller/Suspense,Wes Craven,,6.5,42489.0
2602,Reign Over Me,20081987,20000000.0,2007,Drama,Mike Binder,63.0,7.7,39234.0
2603,The Relic,33956608,60000000.0,1997,Horror,Peter Hyams,32.0,5.4,10249.0
2604,Religulous,13136074,2500000.0,2008,Documentary,Larry Charles,69.0,7.8,23094.0
2605,Remember Me,55343435,16000000.0,2010,Drama,,28.0,7.0,16319.0
2606,"Remember Me, My Love",223878,6700000.0,2004,Comedy,Gabriele Muccino,,7.0,16319.0
2607,Rent,31670620,40000000.0,2005,Musical,Chris Columbus,47.0,6.9,22605.0
2608,The Replacements,50054511,50000000.0,1900,Comedy,Howard Deutch,39.0,6.2,21542.0
2609,The Replacement Killers,19035741,30000000.0,1998,Action,Antoine Fuqua,39.0,5.9,13905.0
2610,Resident Evil: Apocalypse,128940078,50000000.0,2004,Horror,,,5.8,52753.0
2611,Resident Evil: Extinction,146162920,45000000.0,2007,Action,Russell Mulcahy,22.0,6.2,49502.0
2612,Resident Evil: Afterlife 3D  ,149568993,57500000.0,2010,Horror,Paul Anderson,,,
2613,Resident Evil,103787401,35000000.0,2002,Horror,Paul Anderson,34.0,6.4,68342.0
2614,Return to Me,32662299,24000000.0,1900,Romantic Comedy,,61.0,6.6,9565.0
2615,Revolutionary Road,76989671,35000000.0,2008,Drama,Sam Mendes,68.0,7.6,45887.0
2616,Be Kind Rewind,28505302,20000000.0,2008,Comedy,Michel Gondry,65.0,6.6,42470.0
2617,Reign of Fire,82150183,60000000.0,2002,Action,,40.0,5.9,38414.0
2618,Reindeer Games,23360779,36000000.0,1900,Action,John Frankenheimer,,5.5,16822.0
2619,Rachel Getting Married,13326280,12000000.0,2008,Drama,Jonathan Demme,86.0,6.9,20451.0
2620,The Rugrats Movie,140894685,28000000.0,1998,Adventure,,57.0,5.4,4857.0
2621,Riding in Cars with Boys,29781453,47000000.0,2001,Drama,Penny Marshall,48.0,6.2,11895.0
2622,Ride With the Devil,630779,35000000.0,1999,Western,Ang Lee,63.0,6.4,1873.0
2623,The Ring Two,161941727,50000000.0,2005,Horror,,20.0,5.1,28408.0
2624,Rize,4462763,700000.0,2005,Documentary,,,6.8,2052.0
2625,The Adventures of Rocky & Bullwinkle,35129610,76000000.0,1900,Comedy,,42.0,4.1,10320.0
2626,All the Real Girls,703020,1000000.0,2003,Drama,David Gordon Green,71.0,7.1,5632.0
2627,Real Women Have Curves,5853194,3000000.0,2002,Comedy,,83.0,7.0,4396.0
2628,Son of Rambow: A Home Movie,10573083,2000000.0,2008,Comedy,,,,
2629,Romance and Cigarettes,3231251,11000000.0,2007,Comedy,John Turturro,,6.2,5362.0
2630,Reno 911!: Miami,20342161,10000000.0,2007,Comedy,,35.0,5.8,15684.0
2631,Rounders,22921898,12000000.0,1998,Drama,John Dahl,64.0,7.3,45439.0
2632,Rendition,20437142,27500000.0,2007,Thriller/Suspense,Gavin Hood,46.0,6.9,23223.0
2633,The Rocker,8767338,15000000.0,2008,Comedy,Peter Cattaneo,40.0,6.3,11859.0
2634,Rock Star,19317765,38000000.0,2001,Drama,Stephen Herek,52.0,5.8,15806.0
2635,The Rookie,80693537,22000000.0,2002,Drama,,82.0,5.5,8453.0
2636,Roll Bounce,17500866,10000000.0,2005,Comedy,Malcolm D. Lee,64.0,5.0,3167.0
2637,Romeo Must Die,91036760,25000000.0,1900,Action,Andrzej Bartkowiak,33.0,5.9,25309.0
2638,Ronin,41610884,55000000.0,1998,Action,John Frankenheimer,68.0,7.2,57484.0
2639,The Ballad of Jack and Rose,712294,1500000.0,2005,Drama,,,6.8,5223.0
2640,Red Planet,33463969,80000000.0,1900,Action,,12.0,5.3,20989.0
2641,Requiem for a Dream,7390108,4500000.0,1900,Drama,Darren Aronofsky,78.0,8.5,185226.0
2642,Rat Race,86607223,48000000.0,2001,Comedy,Jerry Zucker,43.0,6.4,40087.0
2643,Rescue Dawn,7037886,10000000.0,2007,Action,Werner Herzog,,7.5,37764.0
2644,The Real Cancun,3816594,4000000.0,2003,Documentary,,35.0,2.3,3211.0
2645,Restless,0,15000000.0,2011,,,,6.7,300.0
2646,Remember the Titans,136706683,30000000.0,1900,Drama,Boaz Yakin,72.0,7.5,49844.0
2647,Righteous Kill,76781410,60000000.0,2008,Thriller/Suspense,Jon Avnet,20.0,6.0,34641.0
2648,Road Trip,119739110,16000000.0,1900,Comedy,Todd Phillips,59.0,6.4,44702.0
2649,The Ruins,22177122,25000000.0,2008,Horror,,47.0,6.0,23752.0
2650,Rules of Engagement,71719931,60000000.0,1900,Thriller/Suspense,William Friedkin,37.0,6.2,18462.0
2651,The Rundown,80831893,85000000.0,2003,Action,Peter Berg,,6.6,30855.0
2652,Running Scared,8345277,17000000.0,2006,Action,,40.0,7.5,39447.0
2653,Running With Scissors,7213629,12000000.0,2006,Comedy,,30.0,6.0,12926.0
2654,Rush Hour 2,347425832,90000000.0,2001,Action,Brett Ratner,51.0,6.4,52049.0
2655,Rush Hour 3,253025968,180000000.0,2007,Action,Brett Ratner,19.0,6.0,39312.0
2656,Rush Hour,245300000,35000000.0,1998,Action,Brett Ratner,60.0,6.8,55248.0
2657,Rushmore,19080435,10000000.0,1998,Black Comedy,Wes Anderson,87.0,7.8,53192.0
2658,R.V.,87524497,55000000.0,2006,Comedy,Barry Sonnenfeld,,,
2659,Ravenous,2062406,12000000.0,1999,Horror,,39.0,6.9,15804.0
2660,Raise Your Voice,14811980,15000000.0,2004,Drama,,16.0,5.2,8634.0
2661,Hotel Rwanda,33919128,17500000.0,2004,Drama,,90.0,8.3,92106.0
2662,Sahara,121671925,145000000.0,2005,Adventure,,39.0,5.9,30739.0
2663,The Saint,169400000,90000000.0,1997,Action,Phillip Noyce,30.0,5.9,27413.0
2664,The Salon,139084,1500000.0,2007,Comedy,,12.0,3.5,308.0
2665,I Am Sam,40270895,22000000.0,2001,Drama,,34.0,7.4,36448.0
2666,The Salton Sea,676698,18000000.0,2002,Thriller/Suspense,D.J. Caruso,63.0,7.1,16415.0
2667,Sex and the City 2,288347692,95000000.0,2010,Comedy,,15.0,3.9,13796.0
2668,Saved!,10102511,5000000.0,2004,Comedy,,,7.0,22784.0
2669,Saving Silverman,19351569,22000000.0,2001,Comedy,Dennis Dugan,,5.6,18748.0
2670,Saw,103096345,1200000.0,2004,Horror,,48.0,7.7,112785.0
2671,Saw II,152925093,5000000.0,2005,Horror,Darren Lynn Bousman,36.0,6.8,76530.0
2672,Saw III,163876815,10000000.0,2006,Horror,Darren Lynn Bousman,25.0,6.3,60784.0
2673,Saw IV,134528909,10000000.0,2007,Horror,Darren Lynn Bousman,17.0,6.0,44730.0
2674,Saw V,113146769,10800000.0,2008,Horror,,13.0,5.7,31219.0
2675,Saw VI,61259697,11000000.0,2009,Horror,Kevin Greutert,42.0,6.2,18091.0
2676,Say It Isn't So,5516708,25000000.0,2001,Comedy,,9.0,4.6,7736.0
2677,Say Uncle,5361,2000000.0,2006,Comedy,,,5.7,431.0
2678,The Adventures of Sharkboy and Lavagirl in 3-D,69425966,50000000.0,2005,Adventure,Robert Rodriguez,20.0,3.6,5619.0
2679,Seabiscuit,148336445,86000000.0,2003,Drama,Gary Ross,77.0,7.4,31033.0
2680,A Scanner Darkly,7405084,20000000.0,2006,Thriller/Suspense,Richard Linklater,68.0,7.2,41928.0
2681,Scary Movie 2,141189101,45000000.0,2001,Comedy,Keenen Ivory Wayans,14.0,4.7,43941.0
2682,Scary Movie 3,155200000,45000000.0,2003,Comedy,David Zucker,37.0,5.4,42829.0
2683,Scary Movie 4,178710620,40000000.0,2006,Comedy,David Zucker,37.0,5.0,39542.0
2684,Scooby-Doo 2: Monsters Unleashed,181185387,25000000.0,2004,Comedy,Raja Gosnell,,4.8,10749.0
2685,Scooby-Doo,276294164,84000000.0,2002,Comedy,Raja Gosnell,28.0,4.7,26018.0
2686,About Schmidt,105823486,30000000.0,2002,Drama,Alexander Payne,85.0,7.3,53760.0
2687,The School of Rock,131161177,20000000.0,2003,Comedy,Richard Linklater,,7.2,63188.0
2688,School for Scoundrels,17807569,20000000.0,2006,Comedy,Todd Phillips,26.0,6.0,15536.0
2689,Scoop,39125717,4000000.0,2006,Romantic Comedy,Woody Allen,39.0,6.8,30336.0
2690,The Score,113542091,68000000.0,2001,Thriller/Suspense,Frank Oz,74.0,6.8,42616.0
2691,Scream,173046663,15000000.0,1996,Horror,Wes Craven,81.0,2.9,217.0
2692,Scream 2,101363301,24000000.0,1997,Horror,Wes Craven,80.0,5.9,48196.0
2693,Scream 3,161838076,40000000.0,1900,Horror,Wes Craven,38.0,5.3,38230.0
2694,The Scorpion King,164529000,60000000.0,2002,Action,Chuck Russell,40.0,5.3,30359.0
2695,George A. Romero's Survival of the Dead,101740,4200000.0,2010,Horror,,,,
2696,Stardust,135556675,70000000.0,2007,Adventure,Matthew Vaughn,76.0,7.9,87883.0
2697,Mar adentro,39686345,13300000.0,2004,Drama,,,7.2,466.0
2698,Selena,35450113,20000000.0,1997,Drama,,63.0,6.3,7996.0
2699,The Sentinel,77280697,60000000.0,2006,Thriller/Suspense,,33.0,6.1,23567.0
2700,September Dawn,901857,10100000.0,2007,Western,,13.0,5.5,1823.0
2701,You Got Served,48066497,8000000.0,2004,Drama,,16.0,2.6,17830.0
2702,Serving Sara,20146150,29000000.0,2002,Romantic Comedy,,5.0,5.0,7973.0
2703,Session 9,1619602,1500000.0,2001,,Brad Anderson,60.0,6.8,14685.0
2704,Seven Years in Tibet,131445884,70000000.0,1997,Drama,Jean-Jacques Annaud,59.0,6.7,29020.0
2705,Sex and the City,416047258,57500000.0,2008,Comedy,,49.0,5.4,46837.0
2706,Swordfish,147080413,80000000.0,2001,Action,Dominic Sena,25.0,6.3,57952.0
2707,Something's Gotta Give,266685242,80000000.0,2003,Romantic Comedy,Nancy Meyers,70.0,6.8,36303.0
2708,Sugar Town,178095,250000.0,1999,Comedy,,67.0,5.6,566.0
2709,Shade,22183,6800000.0,2004,,,,6.3,950.0
2710,Shadow of the Vampire,8279017,8000000.0,1900,Drama,E. Elias Merhige,81.0,6.8,18221.0
2711,Shaft,107190108,53012938.0,1900,Action,John Singleton,68.0,5.9,32881.0
2712,The Shaggy Dog,87123569,60000000.0,2006,Comedy,Brian Robbins,27.0,4.1,6116.0
2713,Scary Movie,277200000,19000000.0,1900,Comedy,Keenen Ivory Wayans,53.0,6.0,68541.0
2714,Shaun of the Dead,29629128,5000000.0,2004,Comedy,Edgar Wright,91.0,8.0,134693.0
2715,Shortbus,1985292,2000000.0,2006,Comedy,,66.0,6.7,14276.0
2716,She's All That,63465522,10000000.0,1999,Romantic Comedy,,38.0,5.4,28498.0
2717,She's the Man,56889159,25000000.0,2006,Romantic Comedy,Andy Fickman,44.0,6.4,26513.0
2718,Sherrybaby,622806,2000000.0,2006,Drama,,74.0,6.7,6372.0
2719,Shallow Hal,70836296,40000000.0,2001,Romantic Comedy,Bobby Farrelly,50.0,6.0,35878.0
2720,Silent Hill,99982632,50000000.0,2006,Horror,Christophe Gans,29.0,6.5,65485.0
2721,Shutter Island,294512934,80000000.0,2010,Thriller/Suspense,Martin Scorsese,67.0,8.0,105706.0
2722,Shakespeare in Love,279500000,26000000.0,1998,Romantic Comedy,John Madden,93.0,7.4,77911.0
2723,In the Shadow of the Moon,1134358,2000000.0,2007,Documentary,,94.0,8.0,2974.0
2724,Sherlock Holmes,518249844,80000000.0,2009,Adventure,Guy Ritchie,69.0,7.5,91555.0
2725,She's Out of My League,49219151,20000000.0,2010,Romantic Comedy,,57.0,6.7,17449.0
2726,Shooter,95203582,60000000.0,2007,Thriller/Suspense,Antoine Fuqua,48.0,7.2,149.0
2727,Shrek,484399218,50000000.0,2001,Adventure,Andrew Adamson,89.0,8.0,163855.0
2728,Shrek 2,919838758,70000000.0,2004,Adventure,Andrew Adamson,89.0,7.5,95658.0
2729,Shrek the Third,798958162,160000000.0,2007,Adventure,,41.0,6.1,59778.0
2730,Shrek Forever After,729395990,165000000.0,2010,Adventure,,,6.7,12193.0
2731,Shark Tale,367275019,75000000.0,2004,Adventure,Rob Letterman,35.0,5.9,40019.0
2732,Shattered Glass,2932719,6000000.0,2003,Drama,,91.0,7.4,14575.0
2733,Stealing Harvard,13973532,25000000.0,2002,Comedy,,8.0,4.7,6899.0
2734,Showtime,78948765,85000000.0,2002,Comedy,Tom Dey,24.0,5.3,22128.0
2735,Sicko,33538513,9000000.0,2007,Documentary,Michael Moore,93.0,8.2,40886.0
2736,The Siege,116625798,70000000.0,1998,Action,Edward Zwick,44.0,,
2737,Signs,408265690,70702619.0,2002,Thriller/Suspense,M. Night Shyamalan,74.0,6.9,111561.0
2738,Simon Birch,18253415,20000000.0,1998,Drama,Mark Steven Johnson,44.0,6.7,11371.0
2739,A Simple Wish,8165213,28000000.0,1997,Comedy,Michael Ritchie,27.0,4.9,1545.0
2740,The Simpsons Movie,527071022,72500000.0,2007,Comedy,David Silverman,89.0,7.6,117656.0
2741,Sinbad: Legend of the Seven Seas,80767884,60000000.0,2003,Adventure,Tim Johnson,,6.6,7895.0
2742,Sin City,158753820,40000000.0,2005,Action,Robert Rodriguez,77.0,8.3,255814.0
2743,The Singing Detective,524747,8000000.0,2003,Comedy,,38.0,5.6,4441.0
2744,The Sixth Sense,672806292,40000000.0,1999,Thriller/Suspense,M. Night Shyamalan,85.0,8.2,238745.0
2745,Super Size Me,29529368,65000.0,2004,Documentary,Morgan Spurlock,,7.6,33805.0
2746,The Skeleton Key,92907715,40000000.0,2005,Horror,Iain Softley,38.0,6.5,29810.0
2747,The Skulls,35007180,15000000.0,1900,Thriller/Suspense,Rob Cohen,8.0,5.3,14903.0
2748,Sky High,81627454,60000000.0,2005,Adventure,,73.0,6.6,20923.0
2749,Slackers,4814244,11000000.0,2002,Comedy,,11.0,4.9,7934.0
2750,Ready to Rumble,12372410,24000000.0,1900,Comedy,Brian Robbins,25.0,,
2751,Soldier,14623082,75000000.0,1998,Action,Paul Anderson,,,
2752,Sleepy Hollow,207068340,70000000.0,1999,Horror,Tim Burton,68.0,7.5,107511.0
2753,Lucky Number Slevin,55495466,27000000.0,2006,Thriller/Suspense,Paul McGuigan,51.0,7.8,91145.0
2754,The Secret Life of Bees,39612166,11000000.0,2008,Drama,,57.0,7.0,7077.0
2755,Hannibal,350100280,87000000.0,2001,Horror,Ridley Scott,39.0,6.4,74862.0
2756,Southland Tales,364607,17000000.0,2007,Musical,Richard Kelly,,5.6,20172.0
2757,Slow Burn,1237615,15500000.0,2007,Thriller/Suspense,,12.0,5.9,2318.0
2758,Sleepover,9408183,10000000.0,2004,Comedy,,15.0,4.6,4774.0
2759,The Bridge of San Luis Rey,1696765,24000000.0,2005,Drama,,4.0,5.0,1913.0
2760,Slither,12834936,15250000.0,2006,Horror,,85.0,6.6,26101.0
2761,Slumdog Millionaire,365257315,14000000.0,2008,Drama,Danny Boyle,94.0,8.3,176325.0
2762,Slums of Beverly Hills,5502773,5000000.0,1998,Comedy,Tamara Jenkins,79.0,6.4,5821.0
2763,Small Soldiers,71743823,40000000.0,1998,Comedy,Joe Dante,46.0,5.9,20571.0
2764,Mr. And Mrs. Smith,478336279,110000000.0,2005,Action,Doug Liman,,4.7,189.0
2765,Smokin' Aces,56047261,17000000.0,2007,Comedy,Joe Carnahan,28.0,6.6,57313.0
2766,Someone Like You,38684906,23000000.0,2001,Romantic Comedy,Tony Goldwyn,41.0,5.8,10073.0
2767,Death to Smoochy,8374062,50000000.0,2002,Black Comedy,Danny De Vito,42.0,6.2,22379.0
2768,Simply Irresistible,4398989,6000000.0,1999,Romantic Comedy,,14.0,4.8,6927.0
2769,Summer Catch,19693891,17000000.0,2001,Comedy,,7.0,4.6,6848.0
2770,There's Something About Mary,360099999,22000000.0,1998,Romantic Comedy,Bobby Farrelly,83.0,7.2,96443.0
2771,Snake Eyes,103891409,73000000.0,1998,Thriller/Suspense,Brian De Palma,41.0,5.8,29321.0
2772,Snakes on a Plane,62020814,33000000.0,2006,Thriller/Suspense,David R. Ellis,68.0,6.0,65841.0
2773,Lemony Snicket's A Series of Unfortunate Events,201627117,100000000.0,2004,Comedy,Brad Silberling,71.0,6.9,51614.0
2774,House of Sand and Fog,16157923,16500000.0,2003,Drama,,75.0,7.8,29777.0
2775,A Sound of Thunder,6300451,80000000.0,2005,Action,Peter Hyams,6.0,4.1,9915.0
2776,See No Evil,15387513,8000000.0,2006,Horror,,9.0,5.0,10035.0
2777,The Shipping News,24405825,35000000.0,2001,Drama,Lasse Hallstrom,55.0,6.7,17338.0
2778,Shanghai Knights,60470220,50000000.0,2003,Adventure,David Dobkin,66.0,6.2,24893.0
2779,Shanghai Noon,71189835,55000000.0,1900,Western,Tom Dey,78.0,6.6,32446.0
2780,Snow Dogs,115010692,32000000.0,2002,Comedy,Brian Levant,23.0,4.9,7561.0
2781,Snow Falling on Cedars,14378353,36000000.0,1999,Drama,,40.0,6.7,8444.0
2782,Sunshine,32030610,40000000.0,2007,Thriller/Suspense,Danny Boyle,74.0,7.3,74535.0
2783,Snatch,83593107,10000000.0,1900,Black Comedy,Guy Ritchie,,8.2,173919.0
2784,Snow Day,62452927,13000000.0,1900,Comedy,,26.0,4.4,4611.0
2785,Sorority Boys,12516222,12000000.0,2002,Comedy,,13.0,5.1,7392.0
2786,Solaris,14970038,47000000.0,2002,Drama,Steven Soderbergh,65.0,6.2,33151.0
2787,Solitary Man,4354546,12500000.0,2010,Drama,,,6.7,1936.0
2788,The Soloist,38286958,60000000.0,2009,Drama,Joe Wright,,6.7,14257.0
2789,Songcatcher,3050934,1800000.0,2001,Drama,,,6.9,1997.0
2790,Sonny,17639,4000000.0,2002,,,23.0,5.7,1941.0
2791,Standard Operating Procedure,228830,5000000.0,2008,Documentary,,80.0,7.5,1640.0
2792,The Sorcerer's Apprentice,200092818,160000000.0,2010,Adventure,,42.0,6.4,9108.0
2793,Soul Food,43492389,7500000.0,1997,Comedy,,80.0,6.4,2636.0
2794,Soul Plane,14553807,16000000.0,2004,Comedy,,19.0,3.7,9143.0
2795,"South Park: Bigger, Longer & Uncut",52037603,21000000.0,1999,Comedy,Trey Parker,80.0,,
2796,Space Jam,250200000,80000000.0,1996,Comedy,Joe Pytka,36.0,5.6,29293.0
2797,Spanglish,54344321,75000000.0,2004,Comedy,James L. Brooks,52.0,6.7,30660.0
2798,Spawn,87949859,40000000.0,1997,Action,,20.0,4.8,21366.0
2799,Superbad,169863226,17500000.0,2007,Comedy,Greg Mottola,87.0,7.8,134212.0
2800,SpongeBob SquarePants,140416609,30000000.0,2004,Adventure,,,,
2801,Space Chimps,59517784,37000000.0,2008,Adventure,,36.0,4.5,4324.0
